# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "genes.gtf" "-p" "--countReadPairs" "-o" "feature-count/counts.txt" "-T" "2" "-t" "exon" "-g" "gene_id" "bam-files/read_output.bam" "bam-files/read_output2.bam" "bam-files/read_output3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam-files/read_output.bam	bam-files/read_output2.bam	bam-files/read_output3.bam
YBR197C	chrII	615198	615851	-	654	0	0	0
YBR198C	chrII	616122	618518	-	2397	0	0	0
YBR199W	chrII	618904	620298	+	1395	0	0	0
YBR200W	chrII	620867	622522	+	1656	0	0	0
YBR200W-A	chrII	622978	623142	+	165	0	0	0
YBR201W	chrII	623572	624207	+	636	0	0	0
YBR201C-A	chrII	624489	624692	-	204	0	0	0
YBR202W	chrII	625767	628304	+	2538	0	0	0
YBR203W	chrII	629163	631937	+	2775	0	0	0
YBR204C	chrII	632249	633376	-	1128	0	0	0
YBR205W	chrII	633617	634831	+	1215	0	0	0
YBR206W	chrII	634596	634919	+	324	0	0	0
YBR207W	chrII	635141	636538	+	1398	0	0	0
YBR208C	chrII	636698	642205	-	5508	0	0	0
YBR209W	chrII	642578	642895	+	318	0	0	0
tC(GCA)B	chrII	643002	643073	-	72	0	0	0
tE(UUC)B	chrII	645162	645233	+	72	0	0	0
YBR210W	chrII	645545	645973	+	429	0	0	0
YBR211C	chrII	646153	647127	-	975	0	0	0
YBR212W	chrII	647881	649899	+	2019	0	0	0
YBR213W	chrII	650363	651187	+	825	0	0	0
YBR214W	chrII	651410	652993	+	1584	0	0	0
YBR215W	chrII;chrII	653351;653448	653363;655312	+;+	1878	0	0	0
YBR216C	chrII	655571	657595	-	2025	0	0	0
YBR217W	chrII	657827	658387	+	561	0	0	0
YBR218C	chrII	658702	662244	-	3543	0	0	0
YBR219C	chrII;chrII	662494;662998	662576;663298	-;-	384	0	0	0
YBR220C	chrII	662990	664672	-	1683	0	0	0
YBR221C	chrII	665148	666248	-	1101	0	0	0
YBR221W-A	chrII	666533	666637	+	105	0	0	0
YBR222C	chrII	666715	668346	-	1632	0	0	0
YBR223C	chrII	668658	670292	-	1635	0	0	0
YBR223W-A	chrII	668716	668835	+	120	0	0	0
YBR224W	chrII	670120	670635	+	516	0	0	0
YBR225W	chrII	670622	673324	+	2703	0	0	0
YBR226C	chrII	673150	673560	-	411	0	0	0
YBR227C	chrII	673567	675129	-	1563	0	0	0
YBR228W	chrII	675308	676222	+	915	0	0	0
YBR229C	chrII	676352	679216	-	2865	0	0	0
YBR230C	chrII;chrII	679544;680035	679937;680045	-;-	405	0	0	0
YBR230W-A	chrII	680357	680557	+	201	0	0	0
LSR1	chrII	680683	681857	-	1175	0	0	0
YBR231C	chrII	682174	683085	-	912	0	0	0
YBR232C	chrII	683368	683727	-	360	0	0	0
YBR233W	chrII	683423	684664	+	1242	0	0	0
YBR233W-A	chrII	684972	685256	+	285	0	0	0
YBR234C	chrII	685433	686587	-	1155	0	0	0
YBR235W	chrII	686896	690258	+	3363	0	0	0
YBR236C	chrII	690378	691688	-	1311	0	0	0
YBR237W	chrII	691964	694513	+	2550	0	0	0
YBR238C	chrII	695102	697297	-	2196	0	0	0
YBR239C	chrII	698349	699938	-	1590	0	0	0
YBR240C	chrII	700485	701837	-	1353	0	0	0
YBR241C	chrII	702584	704050	-	1467	0	0	0
YBR242W	chrII	704665	705381	+	717	0	0	0
YBR243C	chrII	705442	706788	-	1347	0	0	0
YBR244W	chrII	707523	708011	+	489	0	0	0
YBR245C	chrII	708145	711534	-	3390	0	0	0
YBR246W	chrII	711586	712749	+	1164	0	0	0
YBR247C	chrII	712999	714450	-	1452	0	0	0
YBR248C	chrII	714802	716460	-	1659	0	0	0
YBR249C	chrII	716877	717989	-	1113	0	0	0
YBR250W	chrII	719028	720599	+	1572	0	0	0
YBR251W	chrII	721385	722308	+	924	0	0	0
YBR252W	chrII	722606	723049	+	444	0	0	0
YBR253W	chrII	723265	723630	+	366	0	0	0
YBR254C	chrII	723731	724258	-	528	0	0	0
YBR255W	chrII	724451	726535	+	2085	0	0	0
YBR255C-A	chrII;chrII	726613;727007	726912;727069	-;-	363	0	0	0
YBR256C	chrII	727381	728097	-	717	0	0	0
YBR257W	chrII	728880	729719	+	840	0	0	0
YBR258C	chrII	729729	730157	-	429	0	0	0
YBR259W	chrII	730382	732448	+	2067	0	0	0
YBR260C	chrII	732634	734634	-	2001	0	0	0
YBR261C	chrII	734827	735525	-	699	0	0	0
YBR262C	chrII	735715	736035	-	321	0	0	0
YBR263W	chrII	736259	737731	+	1473	0	0	0
YBR264C	chrII	737765	738364	-	600	0	0	0
YBR265W	chrII	738577	739539	+	963	0	0	0
YBR267W	chrII	739836	741017	+	1182	0	0	0
YBR266C	chrII	739931	740383	-	453	0	0	0
YBR268W	chrII	741294	741611	+	318	0	0	0
YBR269C	chrII	742155	742571	-	417	0	0	0
YBR270C	chrII	742756	744393	-	1638	0	0	0
YBR271W	chrII	744847	746106	+	1260	0	0	0
YBR272C	chrII	746356	747798	-	1443	0	0	0
YBR273C	chrII	748056	749366	-	1311	0	0	0
YBR274W	chrII	749589	751172	+	1584	0	0	0
YBR275C	chrII	751351	757101	-	5751	0	0	0
YBR276C	chrII	757616	760039	-	2424	0	0	0
YBR277C	chrII	760211	760612	-	402	0	0	0
YBR278W	chrII	760290	760895	+	606	0	0	0
YBR279W	chrII	761253	762590	+	1338	0	0	0
YBR280C	chrII	762780	764693	-	1914	0	0	0
YBR281C	chrII	764966	767602	-	2637	0	0	0
YBR282W	chrII	768236	768676	+	441	0	0	0
YBR283C	chrII	768939	770411	-	1473	0	0	0
YBR284W	chrII	771235	773628	+	2394	0	0	0
YBR285W	chrII	773918	774352	+	435	0	0	0
YBR286W	chrII	774696	776309	+	1614	0	0	0
YBR287W	chrII	776567	777850	+	1284	0	0	0
YBR288C	chrII	778008	779459	-	1452	0	0	0
YBR289W	chrII	779663	782380	+	2718	0	0	0
YBR290W	chrII	782587	783552	+	966	0	0	0
YBR291C	chrII	783669	784568	-	900	0	0	0
YBR292C	chrII	784698	785069	-	372	0	0	0
YBR293W	chrII	787001	788425	+	1425	0	0	0
YBR294W	chrII	789230	791809	+	2580	0	0	0
YBR295W	chrII	792843	796493	+	3651	0	0	0
YBR296C	chrII	796792	798516	-	1725	0	0	0
YBR296C-A	chrII	800117	800236	-	120	0	0	0
YBR297W	chrII	800517	801923	+	1407	0	0	0
YBR298C	chrII	802625	804469	-	1845	0	0	0
YBR298C-A	chrII	805029	805250	-	222	0	0	0
YBR299W	chrII	805345	807099	+	1755	0	0	0
YBR300C	chrII	808594	809091	-	498	0	0	0
YBR301W	chrII	809051	809413	+	363	0	0	0
YBR302C	chrII	810334	811473	-	1140	0	0	0
YCL076W	chrIII	1392	2135	+	744	0	0	0
YCL075W	chrIII	2126	2566	+	441	0	0	0
YCL074W	chrIII	2824	3750	+	927	0	0	0
YCL073C	chrIII	6479	8326	-	1848	0	0	0
YCL069W	chrIII	9706	11082	+	1377	0	0	0
YCL068C	chrIII	11503	12285	-	783	0	0	0
YCL067C	chrIII	12386	13018	-	633	0	0	0
YCL066W	chrIII	13282	13809	+	528	0	0	0
YCL065W	chrIII	13751	14119	+	369	0	0	0
YCL064C	chrIII	15798	16880	-	1083	0	0	0
YCL063W	chrIII	17290	18561	+	1272	0	0	0
YCL061C	chrIII	18816	22106	-	3291	0	0	0
YCL059C	chrIII	22429	23379	-	951	0	0	0
YCL058C	chrIII	23523	23981	-	459	0	0	0
YCL058W-A	chrIII	23584	23925	+	342	0	0	0
YCL057C-A	chrIII	24032	24325	-	294	0	0	0
YCL057W	chrIII	24768	26906	+	2139	0	0	0
YCL056C	chrIII	26925	27359	-	435	0	0	0
YCL055W	chrIII	27929	28936	+	1008	0	0	0
YCL054W	chrIII	31449	33974	+	2526	0	0	0
YCL052C	chrIII	34143	35393	-	1251	0	0	0
YCL051W	chrIII	35865	37616	+	1752	0	0	0
YCL050C	chrIII	37836	38801	-	966	0	0	0
YCL049C	chrIII	39786	40724	-	939	0	0	0
YCL048W-A	chrIII	41488	41727	+	240	0	0	0
YCL048W	chrIII	42165	43556	+	1392	0	0	0
YCL047C	chrIII	43661	44437	-	777	0	0	0
YCL045C	chrIII	44623	46905	-	2283	0	0	0
YCL046W	chrIII	46640	46963	+	324	0	0	0
YCL044C	chrIII	47111	48364	-	1254	0	0	0
YCL043C	chrIII	48653	50221	-	1569	0	0	0
YCL041C	chrIII	50133	50627	-	495	0	0	0
YCL042W	chrIII	50584	50943	+	360	0	0	0
YCL040W	chrIII	50838	52340	+	1503	0	0	0
YCL039W	chrIII	52645	54882	+	2238	0	0	0
YCL038C	chrIII	54941	56527	-	1587	0	0	0
YCL037C	chrIII	57374	58678	-	1305	0	0	0
YCL036W	chrIII	59026	60726	+	1701	0	0	0
YCL035C	chrIII	60841	61173	-	333	0	0	0
YCL034W	chrIII	61658	62722	+	1065	0	0	0
YCL033C	chrIII	62776	63282	-	507	0	0	0
YCL032W	chrIII	63441	64481	+	1041	0	0	0
YCL031C	chrIII	64675	65568	-	894	0	0	0
YCL030C	chrIII	65934	68333	-	2400	0	0	0
YCL029C	chrIII	68599	69921	-	1323	0	0	0
YCL028W	chrIII	70150	71367	+	1218	0	0	0
YCL027W	chrIII	71803	73341	+	1539	0	0	0
YCL026C-B	chrIII	73405	73986	-	582	0	0	0
YCL026C-A	chrIII	74704	75285	-	582	0	0	0
YCL025C	chrIII	76018	77919	-	1902	0	0	0
YCL023C	chrIII	78949	79296	-	348	0	0	0
YCL024W	chrIII	79162	82275	+	3114	0	0	0
YCL022C	chrIII	81570	82085	-	516	0	0	0
tE(UUC)C	chrIII	82462	82533	-	72	0	0	0
YCL021W-A	chrIII	83620	83997	+	378	0	0	0
YCL019W	chrIII;chrIII	85102;86393	86391;90415	+;+	5313	0	0	0
YCL020W	chrIII	85102	86418	+	1317	0	0	0
tL(CAA)C	chrIII;chrIII	90859;90929	90896;90972	+;+	82	0	0	0
YCL018W	chrIII	91324	92418	+	1095	0	0	0
YCL017C	chrIII	92777	94270	-	1494	0	0	0
YCL016C	chrIII	94621	95763	-	1143	0	0	0
YCL014W	chrIII	96281	101191	+	4911	0	0	0
YCL012C	chrIII;chrIII	101317;101701	101633;101788	-;-	405	0	0	0
YCL011C	chrIII	102075	103358	-	1284	0	0	0
YCL010C	chrIII	103571	104350	-	780	0	0	0
YCL009C	chrIII	104619	105548	-	930	0	0	0
YCL008C	chrIII	105696	106853	-	1158	0	0	0
YCL007C	chrIII	106974	107366	-	393	0	0	0
YCL005W-A	chrIII;chrIII;chrIII	107023;107111;107288	107033;107191;107417	+;+;+	222	0	0	0
snR43	chrIII	107504	107712	-	209	0	0	0
YCL005W	chrIII	108021	108791	+	771	0	0	0
YCL004W	chrIII	109105	110670	+	1566	0	0	0
YCL002C	chrIII;chrIII	110843;111633	111556;111674	-;-	756	0	0	0
YCL001W	chrIII	111914	112480	+	567	0	0	0
YCL001W-A	chrIII	113078	113539	+	462	0	0	0
YCL001W-B	chrIII	113768	114022	+	255	0	0	0
YCR001W	chrIII	115683	115997	+	315	0	0	0
YCR002C	chrIII	117378	118346	-	969	0	0	0
YCR003W	chrIII	118618	119169	+	552	0	0	0
YCR004C	chrIII	119573	120316	-	744	0	0	0
YCR005C	chrIII	120944	122326	-	1383	0	0	0
YCR006C	chrIII	122528	123001	-	474	0	0	0
tP(AGG)C	chrIII	123575	123646	-	72	0	0	0
YCR007C	chrIII	126009	126728	-	720	0	0	0
tN(GUU)C	chrIII	127714	127787	+	74	0	0	0
YCR008W	chrIII	128468	130279	+	1812	0	0	0
YCR009C	chrIII	130743	131540	-	798	0	0	0
YCR010C	chrIII	132271	133122	-	852	0	0	0
YCR011C	chrIII	133722	136871	-	3150	0	0	0
YCR012W	chrIII	137744	138994	+	1251	0	0	0
YCR013C	chrIII	138400	139047	-	648	0	0	0
YCR014C	chrIII	139183	140931	-	1749	0	0	0
YCR015C	chrIII	141215	142168	-	954	0	0	0
snR33	chrIII	142362	142544	-	183	0	0	0
tG(GCC)C	chrIII	142699	142769	-	71	0	0	0
YCR016W	chrIII	143632	144504	+	873	0	0	0
YCR017C	chrIII	144771	147632	-	2862	0	0	0
YCR018C	chrIII	148236	148901	-	666	0	0	0
tM(CAU)C	chrIII	149918	149989	+	72	0	0	0
tK(CUU)C	chrIII	151282	151354	-	73	0	0	0
YCR018C-A	chrIII	151606	151860	-	255	0	0	0
YCR019W	chrIII	152835	153926	+	1092	0	0	0
YCR020C	chrIII	154010	154657	-	648	0	0	0
YCR020C-A	chrIII	154828	155094	-	267	0	0	0
YCR020W-B	chrIII	155318	155554	+	237	0	0	0
YCR021C	chrIII	156105	157103	-	999	0	0	0
YCR022C	chrIII	157417	157761	-	345	0	0	0
YCR023C	chrIII	158534	160369	-	1836	0	0	0
YCR024C	chrIII	160740	162218	-	1479	0	0	0
YCR024C-B	chrIII	162595	162861	-	267	0	0	0
YCR024C-A	chrIII	162941	163063	-	123	0	0	0
YCR025C	chrIII	163442	163852	-	411	0	0	0
YCR026C	chrIII	164107	166335	-	2229	0	0	0
YCR027C	chrIII	167366	167995	-	630	0	0	0
tQ(UUG)C	chrIII	168297	168368	-	72	0	0	0
YCR028C	chrIII	170882	172420	-	1539	0	0	0
YCR028C-A	chrIII;chrIII	172946;173195	173111;173436	-;-	408	0	0	0
YCR030C	chrIII	173822	176434	-	2613	0	0	0
snR65	chrIII	177179	177278	+	100	0	0	0
YCR031C	chrIII;chrIII	177496;178210	177902;178216	-;-	414	0	0	0
snR189	chrIII	178606	178794	-	189	0	0	0
YCR032W	chrIII	179516	186019	+	6504	0	0	0
YCR033W	chrIII	186485	190165	+	3681	0	0	0
YCR034W	chrIII	190588	191631	+	1044	0	0	0
YCR035C	chrIII	191830	193014	-	1185	0	0	0
YCR036W	chrIII	193293	194294	+	1002	0	0	0
YCR037C	chrIII	194410	197181	-	2772	0	0	0
YCR038C	chrIII	197617	199545	-	1929	0	0	0
YCR038W-A	chrIII	199289	199414	+	126	0	0	0
YCR039C	chrIII	199542	200174	-	633	0	0	0
YCR040W	chrIII	200438	200965	+	528	0	0	0
YCR041W	chrIII	200907	201239	+	333	0	0	0
YCR042C	chrIII	201170	205393	-	4224	0	0	0
YCR043C	chrIII	206257	206640	-	384	0	0	0
YCR044C	chrIII	206873	207946	-	1074	0	0	0
YCR045C	chrIII	208131	209606	-	1476	0	0	0
YCR045W-A	chrIII	208747	209097	+	351	0	0	0
YCR046C	chrIII	209910	210419	-	510	0	0	0
YCR047C	chrIII	210714	211541	-	828	0	0	0
YCR047W-A	chrIII	211297	211503	+	207	0	0	0
YCR049C	chrIII	211867	212313	-	447	0	0	0
YCR048W	chrIII	211925	213757	+	1833	0	0	0
YCR050C	chrIII	213460	213768	-	309	0	0	0
YCR051W	chrIII	214067	214735	+	669	0	0	0
YCR052W	chrIII	214990	216441	+	1452	0	0	0
YCR053W	chrIII	216693	218237	+	1545	0	0	0
YCR054C	chrIII	218372	220063	-	1692	0	0	0
YCR057C	chrIII	220453	223224	-	2772	0	0	0
YCR059C	chrIII	223450	224226	-	777	0	0	0
YCR060W	chrIII	224395	224730	+	336	0	0	0
YCR061W	chrIII	225559	227454	+	1896	0	0	0
tS(CGA)C	chrIII;chrIII	227938;227994	227974;228038	+;+	82	0	0	0
YCR064C	chrIII	228091	228501	-	411	0	0	0
YCR063W	chrIII	228314	228787	+	474	0	0	0
YCR065W	chrIII	229306	231000	+	1695	0	0	0
YCR066W	chrIII	231496	232959	+	1464	0	0	0
YCR067C	chrIII	233121	236318	-	3198	0	0	0
YCR068W	chrIII	237210	238772	+	1563	0	0	0
YCR069W	chrIII	239051	240007	+	957	0	0	0
YCR071C	chrIII	240099	240539	-	441	0	0	0
YCR072C	chrIII	240801	242348	-	1548	0	0	0
YCR073C	chrIII	242585	246580	-	3996	0	0	0
YCR073W-A	chrIII	246960	247907	+	948	0	0	0
YCR075C	chrIII	248030	248812	-	783	0	0	0
YCR075W-A	chrIII	248972	249199	+	228	0	0	0
YCR076C	chrIII	249290	250042	-	753	0	0	0
YCR077C	chrIII	250235	252625	-	2391	0	0	0
YCR079W	chrIII	252842	254170	+	1329	0	0	0
YCR081W	chrIII	254368	258651	+	4284	0	0	0
YCR081C-A	chrIII	258412	258648	-	237	0	0	0
YCR082W	chrIII	258880	259266	+	387	0	0	0
YCR083W	chrIII	259575	259958	+	384	0	0	0
YCR084C	chrIII	260308	262449	-	2142	0	0	0
YCR085W	chrIII	262913	263266	+	354	0	0	0
YCR086W	chrIII	263389	263961	+	573	0	0	0
YCR087W	chrIII	263973	264488	+	516	0	0	0
YCR087C-A	chrIII	264003	264464	-	462	0	0	0
YCR088W	chrIII	265065	266843	+	1779	0	0	0
YCR089W	chrIII	267431	272260	+	4830	0	0	0
YCR090C	chrIII	272312	272860	-	549	0	0	0
YCR091W	chrIII	274401	276563	+	2163	0	0	0
YCR092C	chrIII	276761	279817	-	3057	0	0	0
YCR093W	chrIII	280114	286440	+	6327	0	0	0
YCR094W	chrIII	286759	287934	+	1176	0	0	0
YCR095C	chrIII	288167	289255	-	1089	0	0	0
YCR095W-A	chrIII	289636	289794	+	159	0	0	0
YCR096C	chrIII	293176	293535	-	360	0	0	0
YCR097W	chrIII;chrIII;chrIII	293832;293991;294289	293936;294236;294318	+;+;+	381	0	0	0
YCR097W-A	chrIII	294436	294702	+	267	0	0	0
tT(AGU)C	chrIII	295481	295553	+	73	0	0	0
YCR098C	chrIII	297046	298602	-	1557	0	0	0
YCR099C	chrIII	300829	301296	-	468	0	0	0
YCR100C	chrIII	301268	302218	-	951	0	0	0
YCR101C	chrIII	302479	303027	-	549	0	0	0
YCR102C	chrIII	304358	305464	-	1107	0	0	0
YCR102W-A	chrIII	306732	306929	+	198	0	0	0
YCR104W	chrIII	307798	308172	+	375	0	0	0
YCR105W	chrIII	309067	310152	+	1086	0	0	0
YCR106W	chrIII	310955	313453	+	2499	0	0	0
YCR107W	chrIII	313887	314978	+	1092	0	0	0
YCR108C	chrIII	315994	316185	-	192	0	0	0
YDL248W	chrIV	1802	2953	+	1152	0	0	0
YDL247W-A	chrIV	3762	3836	+	75	0	0	0
YDL247W	chrIV	5985	7814	+	1830	0	0	0
YDL246C	chrIV	8683	9756	-	1074	0	0	0
YDL245C	chrIV	11657	13360	-	1704	0	0	0
YDL244W	chrIV	16204	17226	+	1023	0	0	0
YDL243C	chrIV	17577	18566	-	990	0	0	0
YDL242W	chrIV	18959	19312	+	354	0	0	0
YDL241W	chrIV	20635	21006	+	372	0	0	0
YDL240C-A	chrIV	22471	22608	-	138	0	0	0
YDL240W	chrIV	22823	25876	+	3054	0	0	0
YDL239C	chrIV	26403	28775	-	2373	0	0	0
YDL238C	chrIV	28985	30454	-	1470	0	0	0
YDL237W	chrIV	30657	31829	+	1173	0	0	0
YDL236W	chrIV	32296	33234	+	939	0	0	0
YDL235C	chrIV	33415	33918	-	504	0	0	0
YDL234C	chrIV	34238	36478	-	2241	0	0	0
YDL233W	chrIV	36798	38174	+	1377	0	0	0
YDL232W	chrIV	38488	38598	+	111	0	0	0
YDL231C	chrIV	38868	42245	-	3378	0	0	0
YDL230W	chrIV	42701	43708	+	1008	0	0	0
YDL229W	chrIV	44066	45907	+	1842	0	0	0
YDL228C	chrIV	45278	45919	-	642	0	0	0
YDL227C	chrIV	46272	48032	-	1761	0	0	0
YDL226C	chrIV	51116	52174	-	1059	0	0	0
YDL225W	chrIV	52446	54101	+	1656	0	0	0
YDL224C	chrIV	54398	56347	-	1950	0	0	0
YDL223C	chrIV	57266	60406	-	3141	0	0	0
YDL222C	chrIV	60873	61802	-	930	0	0	0
YDL221W	chrIV	62012	62563	+	552	0	0	0
YDL220C	chrIV	62245	65019	-	2775	0	0	0
YDL219W	chrIV;chrIV	65243;65379	65307;65766	+;+	453	0	0	0
YDL218W	chrIV	66494	67447	+	954	0	0	0
YDL217C	chrIV	67984	68607	-	624	0	0	0
YDL216C	chrIV	68998	70320	-	1323	0	0	0
YDL215C	chrIV	70641	73919	-	3279	0	0	0
YDL214C	chrIV	74447	76546	-	2100	0	0	0
YDL213C	chrIV	77290	77967	-	678	0	0	0
YDL212W	chrIV	78427	79059	+	633	0	0	0
YDL211C	chrIV	79295	80413	-	1119	0	0	0
tG(GCC)D1	chrIV	83549	83619	+	71	0	0	0
YDL210W	chrIV	84271	85986	+	1716	0	0	0
YDL209C	chrIV	86208	87227	-	1020	0	0	0
YDL208W	chrIV	87513	87983	+	471	0	0	0
YDL207W	chrIV	88249	89865	+	1617	0	0	0
YDL206W	chrIV	90177	92465	+	2289	0	0	0
YDL205C	chrIV	92763	93746	-	984	0	0	0
YDL204W	chrIV	94606	95787	+	1182	0	0	0
YDL203C	chrIV	96083	97954	-	1872	0	0	0
YDL202W	chrIV	98476	99225	+	750	0	0	0
YDL201W	chrIV	99562	100422	+	861	0	0	0
YDL200C	chrIV	100502	101068	-	567	0	0	0
YDL199C	chrIV	101291	103354	-	2064	0	0	0
YDL198C	chrIV	103650	104552	-	903	0	0	0
YDL197C	chrIV	104918	106495	-	1578	0	0	0
YDL196W	chrIV	106742	107071	+	330	0	0	0
YDL195W	chrIV	107209	111030	+	3822	0	0	0
YDL194W	chrIV	111581	114235	+	2655	0	0	0
YDL193W	chrIV	114673	115800	+	1128	0	0	0
YDL192W	chrIV	116322	116867	+	546	0	0	0
YDL191W	chrIV;chrIV	117665;118159	117667;118518	+;+	363	0	0	0
YDL190C	chrIV	118708	121593	-	2886	0	0	0
YDL189W	chrIV	122217	123590	+	1374	0	0	0
YDL188C	chrIV	123866	124999	-	1134	0	0	0
YDL187C	chrIV	125510	125839	-	330	0	0	0
YDL186W	chrIV	125617	126450	+	834	0	0	0
YDL185C-A	chrIV	126609	126836	-	228	0	0	0
YDL185W	chrIV	126788	130003	+	3216	0	0	0
YDL184C	chrIV	130408	130485	-	78	0	0	0
YDL183C	chrIV	130872	131834	-	963	0	0	0
YDL182W	chrIV	133438	134724	+	1287	0	0	0
YDL181W	chrIV	135180	135437	+	258	0	0	0
YDL180W	chrIV	135897	137540	+	1644	0	0	0
YDL179W	chrIV	138292	139206	+	915	0	0	0
YDL178W	chrIV	139523	141115	+	1593	0	0	0
YDL177C	chrIV	141210	141722	-	513	0	0	0
YDL176W	chrIV	142098	144224	+	2127	0	0	0
YDL175C	chrIV	144485	145519	-	1035	0	0	0
YDL174C	chrIV	145827	147590	-	1764	0	0	0
YDL173W	chrIV	148192	149079	+	888	0	0	0
YDL172C	chrIV	148608	149087	-	480	0	0	0
YDL171C	chrIV	149204	155641	-	6438	0	0	0
YDL170W	chrIV	156319	157905	+	1587	0	0	0
YDL169C	chrIV	158065	158736	-	672	0	0	0
YDL168W	chrIV	159605	160765	+	1161	0	0	0
YDL167C	chrIV	160996	163155	-	2160	0	0	0
YDL166C	chrIV	163450	164043	-	594	0	0	0
YDL165W	chrIV	164291	164866	+	576	0	0	0
YDL164C	chrIV	164988	167255	-	2268	0	0	0
YDL163W	chrIV	166957	167259	+	303	0	0	0
YDL162C	chrIV	167360	167716	-	357	0	0	0
YDL161W	chrIV	167715	169079	+	1365	0	0	0
YDL160C-A	chrIV	169367	169609	-	243	0	0	0
YDL160C	chrIV	170411	171931	-	1521	0	0	0
YDL159W-A	chrIV	172183	172314	+	132	0	0	0
YDL159W	chrIV	172482	174029	+	1548	0	0	0
YDL159C-B	chrIV	173057	173233	-	177	0	0	0
YDL158C	chrIV	173867	174175	-	309	0	0	0
YDL157C	chrIV	174233	174589	-	357	0	0	0
YDL156W	chrIV	174919	176487	+	1569	0	0	0
YDL155W	chrIV	176774	178057	+	1284	0	0	0
YDL154W	chrIV	178335	181040	+	2706	0	0	0
YDL153C	chrIV	181187	183019	-	1833	0	0	0
YDL152W	chrIV	182823	183188	+	366	0	0	0
YDL151C	chrIV	183319	183900	-	582	0	0	0
YDL150W	chrIV	183344	184612	+	1269	0	0	0
YDL149W	chrIV	184926	187919	+	2994	0	0	0
YDL148C	chrIV	188155	190587	-	2433	0	0	0
YDL147W	chrIV	190925	192262	+	1338	0	0	0
YDL146W	chrIV	192751	194226	+	1476	0	0	0
YDL145C	chrIV	194572	198177	-	3606	0	0	0
YDL144C	chrIV	198663	199733	-	1071	0	0	0
YDL143W	chrIV	199997	201583	+	1587	0	0	0
YDL142C	chrIV	201720	202571	-	852	0	0	0
YDL141W	chrIV	203040	205112	+	2073	0	0	0
YDL140C	chrIV	205361	210562	-	5202	0	0	0
YDL139C	chrIV	211376	212047	-	672	0	0	0
YDL138W	chrIV	213352	215643	+	2292	0	0	0
YDL137W	chrIV	216529	217074	+	546	0	0	0
YDL136W	chrIV;chrIV	217600;218008	217602;218367	+;+	363	0	0	0
YDL135C	chrIV	218680	219288	-	609	0	0	0
YDL134C	chrIV	219662	220771	-	1110	0	0	0
YDL133C-A	chrIV	221724	221801	-	78	0	0	0
YDL133W	chrIV	222427	223740	+	1314	0	0	0
YDL132W	chrIV	224304	226751	+	2448	0	0	0
YDL131W	chrIV	227393	228715	+	1323	0	0	0
YDL130W-A	chrIV	229171	229431	+	261	0	0	0
YDL130W	chrIV;chrIV	229906;230321	230019;230527	+;+	321	0	0	0
YDL129W	chrIV	231024	231899	+	876	0	0	0
YDL128W	chrIV	232652	233887	+	1236	0	0	0
YDL127W	chrIV	234927	235853	+	927	0	0	0
YDL126C	chrIV	236157	238664	-	2508	0	0	0
YDL125C	chrIV;chrIV	239019;239510	239398;239606	-;-	477	0	0	0
YDL124W	chrIV	240259	241197	+	939	0	0	0
YDL123W	chrIV	241418	241840	+	423	0	0	0
YDL122W	chrIV	242552	244981	+	2430	0	0	0
YDL121C	chrIV	245133	245582	-	450	0	0	0
YDL120W	chrIV	245923	246447	+	525	0	0	0
YDL119C	chrIV	246689	247612	-	924	0	0	0
YDL118W	chrIV	247302	247682	+	381	0	0	0
YDL117W	chrIV	248581	251238	+	2658	0	0	0
YDL116W	chrIV	251566	253746	+	2181	0	0	0
YDL115C	chrIV;chrIV	253995;255045	254974;255126	-;-	1062	0	0	0
YDL114W-A	chrIV	254935	255048	+	114	0	0	0
YDL114W	chrIV	255604	256530	+	927	0	0	0
YDL113C	chrIV	256633	258555	-	1923	0	0	0
YDL112W	chrIV	258915	263225	+	4311	0	0	0
YDL111C	chrIV	263313	264110	-	798	0	0	0
YDL110C	chrIV	264512	264964	-	453	0	0	0
YDL109C	chrIV	265258	267201	-	1944	0	0	0
YDL108W	chrIV;chrIV	267698;267807	267725;268699	+;+	921	0	0	0
YDL107W	chrIV	268921	269976	+	1056	0	0	0
YDL106C	chrIV	270222	271901	-	1680	0	0	0
YDL105W	chrIV	272389	273597	+	1209	0	0	0
YDL104C	chrIV	273653	274876	-	1224	0	0	0
YDL103C	chrIV	275148	276581	-	1434	0	0	0
YDL102W	chrIV	276872	280165	+	3294	0	0	0
YDL101C	chrIV	280307	281848	-	1542	0	0	0
YDL100C	chrIV	282112	283176	-	1065	0	0	0
YDL099W	chrIV	283419	284444	+	1026	0	0	0
YDL098C	chrIV	284581	285165	-	585	0	0	0
YDL097C	chrIV	285391	286695	-	1305	0	0	0
YDL096C	chrIV	286998	287324	-	327	0	0	0
YDL095W	chrIV	287059	289512	+	2454	0	0	0
YDL094C	chrIV	289572	290081	-	510	0	0	0
YDL093W	chrIV	289909	292140	+	2232	0	0	0
YDL092W	chrIV	292781	293221	+	441	0	0	0
YDL091C	chrIV	293392	294759	-	1368	0	0	0
YDL090C	chrIV	295034	296329	-	1296	0	0	0
YDL089W	chrIV	296820	298274	+	1455	0	0	0
YDL088C	chrIV	298417	300003	-	1587	0	0	0
YDL087C	chrIV	300214	300999	-	786	0	0	0
